start,end
1058.680,1058.720
1059.180,1059.240
1059.290,1059.320
1059.370,1059.400
1059.510,1059.590
1059.610,1059.640
1059.720,1059.770
1059.920,1060.000
1062.650,1062.710
1064.020,1064.040
1064.360,1064.390
1064.490,1064.530
1065.460,1065.540
1065.560,1065.600
1065.630,1065.650
1065.820,1065.860
1066.280,1066.290
1067.070,1067.080
1068.090,1068.120
1069.850,1069.880
1070.780,1070.800
1071.050,1071.080
1071.100,1071.120
1074.820,1074.850
1076.290,1076.320
1077.260,1077.290
1077.300,1077.330
1077.460,1077.490
1077.960,1077.980
1078.510,1078.540
1078.930,1078.950
1079.060,1079.180
1079.280,1079.310
1079.420,1079.520
1079.540,1079.590
1079.620,1079.630
1079.660,1079.720
1079.850,1079.910
1080.110,1080.130
1080.580,1080.590
1081.160,1081.170
1082.630,1082.650
1082.700,1082.710
1084.090,1084.110
1086.670,1086.690
1087.860,1087.880
1088.190,1088.210
1088.230,1088.250
1088.340,1088.350
1088.400,1088.420
1088.430,1088.460
1088.680,1088.700
1088.740,1088.760
1088.780,1088.800
1088.830,1088.840
1088.990,1089.020
1089.070,1089.090
1089.330,1089.370
1089.530,1089.550
1089.620,1089.640
1089.650,1089.680
1094.280,1094.310
1094.770,1094.780
1094.800,1094.820
1100.500,1100.520
1101.040,1101.050
1101.060,1101.080
1101.110,1101.170
1101.320,1101.330
1101.370,1101.390
1101.490,1101.550
1101.580,1101.620
1101.640,1101.660
1101.820,1101.850
1101.940,1101.990
1102.680,1102.700
1103.210,1103.220
1103.280,1103.300
1103.350,1103.360
1103.370,1103.380
1103.400,1103.430
1103.470,1103.520
1103.570,1103.590
1103.610,1103.640
1103.660,1103.690
1103.710,1103.740
1103.770,1103.790
1104.420,1104.450
1105.470,1105.490
1105.570,1105.590
1105.710,1105.730
1108.460,1108.480
1108.580,1108.600
1109.310,1109.330
1112.100,1112.490
1112.500,1112.550
1112.570,1112.640
1113.350,1113.370
1114.020,1114.030
1117.140,1117.150
1117.170,1117.210
1117.240,1117.260
1117.280,1117.310
1117.370,1117.400
1117.420,1117.450
1117.500,1117.530
1117.550,1117.570
1117.580,1117.610
1117.650,1117.680
1117.850,1117.870
1117.890,1117.920
1118.460,1118.480
1118.640,1118.660
1120.020,1120.050
1120.240,1120.260
1121.380,1121.400
1121.540,1121.560
1122.170,1122.200
1122.340,1122.370
1122.510,1122.530
1123.680,1123.710
1124.110,1124.120
1124.260,1124.280
1124.330,1124.360
1124.430,1124.460
1126.230,1126.240
1127.470,1127.490
1127.690,1127.710
1128.750,1128.760
1129.920,1129.950
1131.630,1131.650
1131.860,1131.890
1132.170,1132.200
1137.890,1137.910
1138.060,1138.090
1138.740,1138.760
1138.860,1138.880
1139.050,1139.080
1139.140,1139.150
1139.280,1139.310
1139.470,1139.510
1139.770,1139.810
1141.150,1141.210
1143.380,1143.410
1144.150,1144.160
1144.190,1144.220
1144.380,1144.410
1144.760,1144.780
1144.860,1144.890
1145.800,1145.830
1147.730,1147.760
1148.280,1148.290
1148.490,1148.570
1148.650,1148.740
1148.810,1148.860
1148.990,1149.040
1149.320,1149.340
1149.450,1149.480
1149.560,1149.590
1149.790,1149.800
1149.820,1149.830
1149.840,1149.860
1149.900,1149.920
1149.960,1150.000
1151.540,1151.560
1153.850,1153.870
1155.540,1155.550
1159.570,1159.590
1159.630,1159.660
1160.290,1160.300
1160.320,1160.350
1162.190,1162.200
1162.250,1162.270
1162.410,1162.430
1162.770,1162.790
1163.520,1163.540
1164.400,1164.410
1164.420,1164.440
1164.500,1164.510
1164.520,1164.540
1164.550,1164.580
1164.620,1164.650
1164.730,1164.760
1164.800,1164.840
1164.860,1164.880
1164.920,1165.000
1165.010,1165.030
1165.060,1165.080
1165.100,1165.140
1165.300,1165.340
1165.520,1165.570
1165.840,1165.880
1168.180,1168.200
1168.690,1168.710
1168.820,1168.830
1168.870,1168.890
1168.930,1168.940
1169.010,1169.030
1169.690,1169.710
1170.200,1170.210
1170.770,1170.790
1172.080,1172.110
1172.250,1172.270
1172.820,1172.860
1172.880,1172.900
1172.980,1173.010
1173.280,1173.340
1173.400,1173.430
1173.650,1173.670
1173.730,1173.760
1176.050,1176.090
1176.450,1176.490
1176.860,1176.880
1178.120,1178.160
1178.940,1178.980
1179.020,1179.060
1179.210,1179.230
1182.830,1182.840
1183.440,1183.460
1183.560,1183.580
1185.700,1185.720
1185.730,1185.760
1186.830,1186.850
1188.250,1188.270
1189.480,1189.500
1190.020,1190.050
1190.340,1190.380
1190.530,1190.580
1190.960,1191.000
1191.020,1191.090
1191.160,1191.280
1191.360,1191.410
1191.630,1191.670
1191.900,1191.990
1196.330,1196.350
1198.050,1198.090
1198.580,1198.620
1199.060,1199.090
1199.580,1199.620
1199.800,1199.860
1202.220,1202.230
1203.570,1203.590
1203.610,1203.630
1207.460,1207.480
1207.490,1207.510
1212.210,1212.230
1212.340,1212.370
1212.710,1212.740
1214.110,1214.130
1216.250,1216.270
1217.050,1217.080
1217.940,1217.960
1218.640,1218.660
1221.200,1221.220
1221.620,1221.640
1222.160,1222.170
1223.020,1223.070
1223.090,1223.130
1223.280,1223.320
1223.370,1223.410
1223.470,1223.490
1223.500,1223.510
1223.570,1223.610
1223.620,1223.660
1224.020,1224.030
1224.110,1224.150
1224.730,1224.780
1224.880,1224.910
1224.940,1224.970
1225.000,1225.030
1225.040,1225.050
1225.080,1225.110
1225.120,1225.140
1225.350,1225.390
1225.430,1225.440
1225.480,1225.500
1225.580,1225.600
1225.640,1225.650
1225.670,1225.680
1225.820,1225.840
1225.930,1225.940
1228.010,1228.110
1228.120,1228.180
1228.190,1228.230
1228.240,1228.330
1228.360,1228.390
1228.430,1228.460
1228.490,1228.530
1228.820,1228.850
1229.060,1229.080
1229.090,1229.180
1229.710,1229.740
1229.750,1229.800
1229.830,1229.850
1229.930,1229.950
1230.070,1230.100
1231.270,1231.570
1231.590,1232.000
1232.640,1232.650
1232.750,1232.800
1232.840,1232.880
1233.560,1233.580
1233.780,1233.800
1236.420,1236.470
1237.110,1237.150
1237.210,1237.220
1237.370,1237.400
1238.320,1238.360
1239.060,1239.090
1240.230,1240.240
1240.960,1241.000
1241.360,1241.380
1241.690,1241.710
1242.110,1242.130
1242.670,1242.720
1243.230,1243.250
1243.260,1243.370
1243.380,1243.420
1243.480,1243.540
1243.620,1243.660
1243.850,1243.890
1244.400,1244.420
1245.090,1245.120
1245.460,1245.480
1245.600,1245.630
1245.750,1245.790
1245.860,1245.890
1246.780,1246.810
1246.820,1246.840
1247.110,1247.130
1247.170,1247.180
1247.530,1247.540
1247.970,1247.990
1249.910,1249.920
1250.060,1250.080
1250.120,1250.150
1254.370,1254.400
1254.550,1254.560
1254.620,1254.640
1254.820,1254.830
1254.910,1254.930
1255.140,1255.190
1255.670,1255.690
1256.060,1256.090
1256.470,1256.500
1259.000,1259.020
1259.160,1259.180
1260.440,1260.450
1264.570,1264.600
1265.180,1265.230
1265.650,1265.680
1266.230,1266.260
1266.770,1266.790
1267.660,1267.700
1268.840,1268.860
1269.070,1269.100
1269.170,1269.200
1269.300,1269.330
1272.320,1272.340
1272.470,1272.490
1272.530,1272.560
1272.670,1272.690
1272.870,1272.890
1273.060,1273.090
1274.020,1274.040
1275.460,1275.490
1276.100,1276.120
1276.700,1276.730
1276.880,1276.890
1277.020,1277.040
1277.530,1277.540
1277.550,1277.580
1278.230,1278.260
1279.560,1279.590
1279.700,1279.720
1280.850,1280.880
1284.250,1284.260
1284.370,1284.380
1284.400,1284.420
1285.800,1285.820
1285.850,1285.890
1285.980,1286.000
1287.010,1287.040
1288.420,1288.440
1291.270,1291.290
1292.150,1292.180
1292.210,1292.230
1292.260,1292.270
1292.340,1292.360
1292.510,1292.540
1292.550,1292.560
1292.590,1292.610
1292.660,1292.700
1292.780,1292.800
1292.830,1292.850
1292.880,1292.890
1292.930,1292.950
1292.960,1292.980
1293.050,1293.070
1293.100,1293.120
1293.140,1293.160
1293.200,1293.230
1293.580,1293.590
1295.340,1295.400
1295.520,1295.560
1295.730,1295.740
1296.550,1296.570
1298.720,1298.740
1299.320,1299.350
1300.020,1300.050
1300.240,1300.270
1300.720,1300.750
1300.920,1300.950
1300.970,1301.000
1304.670,1304.680
1305.140,1305.160
1306.500,1306.530
1308.230,1308.260
1308.770,1308.790
1309.660,1309.700
1311.140,1311.160
1311.280,1311.290
1312.010,1312.110
1312.180,1312.210
1312.230,1312.340
1312.360,1312.400
1312.420,1312.460
1312.480,1312.550
1312.570,1312.620
1312.660,1312.700
1312.790,1312.860
1313.120,1313.140
1313.160,1313.200
1315.500,1315.520
1320.040,1320.080
1320.110,1320.190
1320.310,1320.370
1320.720,1320.760
1320.820,1320.830
1320.870,1320.890
1320.960,1320.980
1321.000,1321.050
1321.160,1321.190
1321.210,1321.230
1321.810,1321.850
1322.850,1322.880
1322.940,1322.970
1323.020,1323.050
1323.840,1323.880
1324.580,1324.610
1326.100,1326.140
1326.270,1326.310
1327.150,1327.180
1327.260,1327.350
1327.870,1327.890
1329.380,1329.390
1329.700,1329.720
1333.000,1333.030
1333.480,1333.510
1333.750,1333.770
1336.890,1336.900
1340.270,1340.300
1340.390,1340.420
1341.240,1341.290
1341.310,1341.350
1341.440,1341.470
1341.860,1341.890
1345.030,1345.050
1345.900,1345.920
1346.680,1346.700
1347.210,1347.220
1347.280,1347.300
1347.350,1347.360
1347.370,1347.380
1347.400,1347.430
1347.470,1347.520
1347.570,1347.590
1347.610,1347.640
1347.660,1347.690
1347.710,1347.740
1347.770,1347.790
1348.010,1348.040
1348.210,1348.250
1348.800,1348.830
1349.600,1349.630
1349.790,1349.830
1351.690,1351.730
1351.970,1352.000
1354.340,1354.350
1354.360,1354.370
1354.860,1354.880
1354.970,1354.990
1355.150,1355.170
1355.220,1355.240
1355.360,1355.380
1355.430,1355.450
1355.530,1355.550
1357.730,1357.750
1357.890,1357.910
1358.760,1358.790
1358.930,1358.950
1359.710,1359.720
1359.900,1359.920
1361.540,1361.560
1361.830,1361.850
1361.910,1361.940
1362.250,1362.280
1363.240,1363.260
1364.460,1364.490
1364.560,1364.580
1365.110,1365.130
1366.010,1366.030
1366.490,1366.520
1368.280,1368.310
1368.560,1368.580
1368.650,1368.670
1369.150,1369.170
1369.450,1369.470
1370.820,1370.840
1371.080,1371.110
1371.950,1371.970
1372.580,1372.610
1373.090,1373.110
1373.230,1373.260
1373.850,1373.870
1373.930,1373.950
1374.110,1374.130
1374.230,1374.250
1374.260,1374.290
1375.360,1375.390
1375.440,1375.480
1375.530,1375.580
1375.760,1375.790
1379.800,1379.810
1380.560,1380.580
1380.660,1380.690
1380.750,1380.800
1380.940,1380.960
1381.140,1381.160
1381.210,1381.230
1382.300,1382.320
1382.900,1382.910
1383.040,1383.050
1383.070,1383.080
1383.120,1383.140
1383.150,1383.200
1383.210,1383.230
1383.240,1383.260
1383.770,1383.790
1383.800,1383.810
1383.830,1383.850
1383.900,1383.920
1383.950,1383.960
1384.010,1384.030
1384.040,1384.090
1384.120,1384.140
1384.340,1384.370
1384.440,1384.460
1384.630,1384.640
1384.780,1384.800
1390.290,1390.300
1390.760,1390.780
1392.610,1392.620
1394.950,1394.970
1394.990,1395.000
1398.240,1398.250
1399.560,1399.590
1399.760,1399.780
1402.110,1402.130
1402.150,1402.170
1402.620,1402.640
1403.000,1403.010
1403.200,1403.220
1403.260,1403.270
1403.320,1403.360
1403.690,1403.710
1403.860,1403.870
1413.840,1413.860
1415.170,1415.210
1415.540,1415.570
1415.590,1415.640
1416.410,1416.450
1417.340,1417.350
1417.500,1417.540
1418.380,1418.400
1418.550,1418.570
1420.660,1420.690
1421.840,1421.870
1427.520,1427.540
1430.380,1430.400
1432.240,1432.280
1432.950,1432.970
1433.170,1433.200
1433.630,1433.640
1434.540,1434.570
1434.860,1434.900
1435.370,1435.390
1435.520,1435.550
1435.690,1435.710
1435.920,1435.930
1438.440,1438.460
1439.800,1439.810
1440.900,1440.920
1441.170,1441.190
1442.120,1442.150
1442.530,1442.540
1442.680,1442.700
1446.460,1446.490
1446.700,1446.720
1446.730,1446.760
1448.730,1448.750
1451.140,1451.160
1451.910,1451.920
1453.970,1453.990
1454.160,1454.180
1458.510,1458.530
1459.390,1459.410
1459.470,1459.570
1459.770,1459.800
1459.980,1460.000
1465.160,1465.180
1468.180,1468.200
1469.360,1469.390
1469.640,1469.650
1469.710,1469.740
1469.960,1469.980
1470.240,1470.260
1470.780,1470.800
1471.240,1471.260
1471.910,1471.930
1472.250,1472.290
1472.310,1472.340
1473.050,1473.060
1473.180,1473.200
1473.560,1473.570
1473.910,1473.930
1474.190,1474.250
1474.680,1474.700
1475.020,1475.040
1476.670,1476.690
1477.320,1477.410
1477.420,1477.470
1478.190,1478.210
1478.800,1478.820
1479.040,1479.070
1480.230,1480.260
1481.560,1481.590
1481.700,1481.720
1482.070,1482.100
1483.270,1483.570
1483.590,1484.000
1484.080,1484.100
1484.120,1484.160
1484.260,1484.300
1484.320,1484.370
1484.410,1484.490
1484.580,1484.620
1484.790,1484.840
1484.880,1484.920
1484.960,1484.980
1485.180,1485.240
1485.260,1485.280
1485.330,1485.370
1485.400,1485.420
1485.440,1485.470
1485.900,1485.920
1485.970,1486.000
1486.570,1486.620
1486.670,1486.690
1486.750,1486.760
1486.800,1486.820
1486.900,1486.940
1486.970,1487.030
1487.070,1487.080
1487.310,1487.330
1487.550,1487.570
1487.870,1487.890
1489.610,1489.630
1489.850,1489.880
1490.750,1490.770
1492.060,1492.130
1492.250,1492.300
1492.800,1492.850
1493.390,1493.400
1493.500,1493.580
1493.600,1493.620
1493.730,1493.750
1493.780,1493.800
1493.830,1493.850
1493.930,1493.990
1494.860,1494.880
1494.910,1494.930
1495.310,1495.330
1495.460,1495.480
1496.790,1496.810
1498.980,1498.990
1499.180,1499.200
1500.680,1500.700
1500.780,1500.800
1501.130,1501.150
1502.320,1502.360
1502.450,1502.480
1502.510,1502.530
1503.220,1503.240
1504.890,1504.920
1505.060,1505.090
1505.130,1505.150
1505.330,1505.350
1505.630,1505.650
1505.680,1505.710
1507.710,1507.750
1507.830,1507.860
1508.740,1508.780
1509.530,1509.550
1509.680,1509.710
1509.830,1509.860
1510.330,1510.350
1510.970,1510.990
1511.240,1511.260
1511.510,1511.520
1511.900,1511.910
1513.230,1513.290
1513.580,1513.610
1513.760,1513.790
1514.570,1514.640
1514.790,1514.820
1515.210,1515.230
1515.410,1515.440
1515.490,1515.510
1515.630,1515.660
1515.890,1515.990
1516.600,1516.620
1517.190,1517.210
1518.640,1518.670
1520.110,1520.130
1520.360,1520.380
1520.560,1520.580
1522.980,1522.990
1524.880,1524.900
1526.570,1526.620
1526.680,1526.790
1526.850,1526.880
1526.900,1526.940
1527.100,1527.130
1527.330,1527.370
1527.710,1527.800
1527.820,1527.840
1527.870,1527.990
1528.650,1528.670
1528.880,1528.890
1530.600,1530.640
1531.470,1531.480
1531.520,1531.540
1532.220,1532.240
1534.470,1534.490
1537.760,1537.770
1537.980,1537.990
1538.880,1538.900
1539.000,1539.030
1539.560,1539.580
1540.290,1540.310
1541.190,1541.210
1543.500,1543.510
1545.580,1545.610
1546.220,1546.270
1546.320,1546.340
1546.460,1546.500
1546.850,1546.860
1547.380,1547.400
1549.780,1549.800
1549.820,1549.830
1550.170,1550.180
1550.220,1550.240
1552.650,1552.660
1552.670,1552.690
1553.400,1553.410
1553.600,1553.610
1553.990,1554.000
1554.510,1554.540
1554.680,1554.730
1554.780,1554.830
1555.040,1555.090
1555.320,1555.340
1555.420,1555.470
1556.180,1556.200
1556.520,1556.530
1556.830,1556.850
1557.080,1557.090
1558.530,1558.550
1558.660,1558.680
1559.230,1559.250
1559.390,1559.420
1559.520,1559.540
1560.070,1560.120
1560.600,1560.620
1561.230,1561.240
1561.870,1561.890
1562.060,1562.080
1562.120,1562.140
1563.140,1563.160
1563.680,1563.710
1566.390,1566.410
1566.420,1566.440
1567.980,1568.000
1570.010,1570.040
1571.510,1571.550
1571.610,1571.630
1571.720,1571.760
1571.850,1571.870
1572.080,1572.100
1572.290,1572.310
1572.430,1572.440
1572.880,1572.910
1573.350,1573.380
1573.440,1573.460
1574.060,1574.080
1574.110,1574.130
1574.170,1574.200
1574.230,1574.260
1574.340,1574.350
1574.380,1574.460
1574.480,1574.500
1574.680,1574.700
1574.910,1574.920
1574.950,1574.960
1575.120,1575.140
1575.630,1575.650
1575.680,1575.700
1576.090,1576.130
1576.310,1576.360
1577.440,1577.470
1577.900,1577.910
1578.100,1578.150
1578.220,1578.280
1578.350,1578.430
1578.540,1578.580
1578.790,1578.830
1578.860,1578.900
1579.280,1579.320
1579.350,1579.400
1581.200,1581.220
1581.360,1581.380
1581.530,1581.560
1582.230,1582.250
1582.310,1582.340
1583.070,1583.110
1585.800,1585.810
1586.660,1586.680
1587.340,1587.370
1587.720,1587.740
1588.370,1588.390
1588.700,1588.720
1589.870,1589.900
1591.610,1591.630
1591.700,1591.720
1591.820,1591.850
1591.950,1592.000
1592.530,1592.560
1592.970,1592.990
1593.780,1593.790
1597.880,1597.890
1598.140,1598.160
1598.840,1598.850
1600.040,1600.050
1600.060,1600.100
1600.220,1600.260
1600.420,1600.430
1600.570,1600.640
1600.660,1600.700
1601.360,1601.390
1601.960,1602.000
1602.510,1602.570
1602.610,1602.700
1603.560,1603.590
1603.810,1603.830
1603.840,1603.920
1603.930,1604.000
1604.780,1604.880
1605.070,1605.100
1605.140,1605.150
1606.430,1606.440
1606.490,1606.500
1606.740,1606.770
1607.730,1607.750
1608.540,1608.570
1611.410,1611.430
1613.590,1613.610
1613.970,1613.990
1614.540,1614.550
1615.970,1616.000
1616.120,1616.140
1616.310,1616.330
1616.360,1616.380
1616.470,1616.490
1616.530,1616.550
1616.870,1616.900
1617.400,1617.410
1617.530,1617.550
1617.590,1617.610
1617.750,1617.770
1617.780,1617.800
1617.820,1617.860
1617.890,1617.900
1618.530,1618.560
1618.610,1618.630
1618.810,1618.850
1618.910,1618.940
1620.560,1620.570
1621.660,1621.690
1622.690,1622.700
1624.040,1624.050
1624.060,1624.100
1624.220,1624.260
1624.420,1624.430
1624.570,1624.640
1624.660,1624.700
1625.360,1625.390
1625.960,1626.000
1626.160,1626.170
1626.200,1626.230
1626.950,1626.980
1627.130,1627.140
1627.190,1627.210
1628.420,1628.440
1629.240,1629.260
1630.390,1630.410
1632.380,1632.470
1632.510,1632.530
1632.560,1632.580
1632.610,1632.650
1632.700,1632.720
1632.780,1632.800
1632.820,1632.870
1633.070,1633.100
1633.160,1633.170
1633.400,1633.410
1634.740,1634.750
1635.030,1635.060
1637.530,1637.540
1641.500,1641.510
1641.960,1641.980
1642.460,1642.480
1642.840,1642.860
1643.380,1643.390
1643.700,1643.720
1644.470,1644.490
1644.560,1644.600
1644.990,1645.020
1645.130,1645.150
1646.250,1646.280
1647.150,1647.190
1647.720,1647.760
1648.080,1648.120
1649.640,1649.660
1650.670,1650.680
1651.120,1651.140
1651.200,1651.230
1651.610,1651.630
1652.570,1652.620
1652.680,1652.790
1652.850,1652.880
1652.900,1652.940
1653.100,1653.130
1653.330,1653.370
1653.710,1653.800
1653.820,1653.840
1653.870,1653.990
1656.630,1656.650
1657.970,1657.990
1661.710,1661.750
1662.490,1662.510
1662.650,1662.670
1662.780,1662.800
1663.120,1663.130
1663.190,1663.210
1663.260,1663.270
1663.480,1663.490
1663.540,1663.560
1663.860,1663.890
1663.900,1663.910
1663.920,1663.940
1666.570,1666.600
1668.630,1668.670
1669.490,1669.520
1669.840,1669.870
1669.970,1670.000
1670.790,1670.810
1670.870,1670.890
1672.250,1672.280
1673.030,1673.060
1673.130,1673.160
1673.820,1673.870
1675.440,1675.450
1676.760,1676.780
1681.610,1681.630
1681.830,1681.860
1682.570,1682.600
1683.180,1683.230
1683.650,1683.680
1684.550,1684.560
1686.670,1686.690
1686.910,1686.930
1687.070,1687.100
1687.550,1687.570
1687.780,1687.790
1688.340,1688.360
1691.170,1691.190
1691.760,1691.780
1693.300,1693.310
1695.060,1695.070
1695.230,1695.250
1696.070,1696.100
1696.700,1696.720
1696.980,1697.080
1697.100,1697.120
1697.170,1697.190
1697.240,1697.270
1697.370,1697.390
1700.060,1700.070
1701.050,1701.100
1701.120,1701.150
1701.240,1701.270
1701.500,1701.520
1701.570,1701.590
1701.790,1701.810
1702.920,1702.930
1704.170,1704.200
1707.430,1707.450
1707.540,1707.560
1709.230,1709.250
1710.780,1710.790
1712.220,1712.250
1712.440,1712.590
1712.670,1712.740
1712.750,1712.820
1714.130,1714.180
1714.290,1714.310
1714.800,1714.830
1714.860,1714.890
1714.920,1714.940
1715.430,1715.450
1716.030,1716.060
1716.310,1716.350
1717.640,1717.670
1717.700,1717.740
1718.250,1718.280
1718.350,1718.380
1718.410,1718.430
1718.680,1718.690
1718.810,1718.840
1719.270,1719.310
1719.370,1719.400
1719.420,1719.490
1719.630,1719.660
1719.920,1719.940
1720.140,1720.170
1720.390,1720.420
1720.510,1720.540
1720.810,1720.840
1721.760,1721.770
1721.910,1721.940
1722.090,1722.110
1724.350,1724.370
1724.590,1724.610
1726.220,1726.240
1726.340,1726.360
1727.130,1727.160
1727.240,1727.260
1729.620,1729.640
1729.670,1729.700
1730.360,1730.380
1730.680,1730.690
1731.330,1731.350
1737.260,1737.270
1738.100,1738.130
1738.210,1738.220
1738.550,1738.580
1738.770,1738.780
1739.000,1739.020
1740.410,1740.440
1746.250,1746.260
1746.290,1746.300
1746.400,1746.420
1746.600,1746.620
1746.750,1746.780
1747.030,1747.070
1747.080,1747.110
1747.230,1747.250
1747.350,1747.370
1747.850,1747.870
1748.100,1748.130
1748.310,1748.330
1748.340,1748.360
1748.470,1748.490
1748.530,1748.540
1748.900,1748.910
1749.030,1749.050
1749.390,1749.410
1749.480,1749.500
1749.530,1749.550
1749.630,1749.650
1749.860,1749.870
1750.790,1750.800
1751.060,1751.080
1751.330,1751.360
1751.450,1751.480
1751.590,1751.600
1751.720,1751.730
1751.750,1751.770
1751.860,1751.880
1751.890,1751.910
1751.930,1751.970
1754.220,1754.240
1755.520,1755.540
1755.680,1755.700
1757.020,1757.040
1760.080,1760.090
1760.120,1760.140
1760.150,1760.170
1760.230,1760.250
1760.310,1760.340
1760.530,1760.570
1760.660,1760.670
1761.270,1761.280
1762.180,1762.200
1762.220,1762.240
1764.690,1764.720
1764.950,1764.980
1767.590,1767.620
1768.100,1768.120
1768.560,1768.580
1769.280,1769.310
1769.620,1769.650
1769.740,1769.790
1770.320,1770.340
1770.480,1770.490
1770.620,1770.640
1770.840,1770.870
1771.700,1771.710
1776.280,1776.300
1778.330,1778.360
1778.400,1778.410
1778.760,1778.780
1778.830,1778.850
1779.270,1779.290
1779.400,1779.420
1780.350,1780.380
1780.430,1780.440
1780.520,1780.540
1780.650,1780.690
1780.890,1780.910
1780.960,1781.000
1781.010,1781.040
1781.090,1781.110
1781.120,1781.150
1781.250,1781.270
1781.310,1781.340
1781.360,1781.380
1781.530,1781.550
1781.920,1781.940
1782.000,1782.030
1782.090,1782.120
1782.140,1782.190
1782.300,1782.330
1782.460,1782.490
1782.510,1782.560
1782.690,1782.720
1782.940,1782.980
1783.450,1783.500
1783.980,1784.000
1784.040,1784.070
1784.370,1784.400
1784.730,1784.770
1784.800,1784.840
1785.040,1785.080
1785.090,1785.130
1785.680,1785.690
1785.750,1785.770
1785.840,1785.860
1785.900,1786.000
1789.780,1789.800
1792.070,1792.090
1792.570,1792.590
1792.870,1792.890
1793.450,1793.470
1793.490,1793.510
1793.700,1793.720
1793.800,1793.840
1793.870,1793.880
1794.030,1794.050
1794.290,1794.340
1795.030,1795.070
1795.120,1795.180
1795.260,1795.310
1795.580,1795.640
1795.880,1795.940
1796.120,1796.130
1796.260,1796.290
1796.310,1796.360
1796.470,1796.500
1796.510,1796.520
1796.590,1796.640
1796.700,1796.720
1796.790,1796.810
1797.130,1797.160
1797.420,1797.450
1797.520,1797.540
1797.890,1797.900
1797.920,1797.950
1798.630,1798.640
1798.730,1798.750
1799.350,1799.380
1799.420,1799.460
1799.850,1799.880
1800.220,1800.240
1800.480,1800.490
1802.280,1802.300
1803.070,1803.090
1803.360,1803.390
1803.400,1803.420
1803.930,1803.950
1804.330,1804.350
1805.140,1805.150
1806.590,1806.600
1809.020,1809.040
1809.210,1809.220
1809.340,1809.360
1809.810,1809.860
1812.910,1812.940
1813.050,1813.080
1814.420,1814.480
1815.030,1815.070
1817.450,1817.460
1818.300,1818.350
1819.110,1819.130
1820.510,1820.530
1823.900,1823.910
1826.510,1826.530
1829.090,1829.120
1829.230,1829.250
1829.800,1829.830
1831.850,1831.880
1832.010,1832.020
1833.150,1833.170
1834.810,1834.830
1836.680,1836.730
1836.800,1836.810
1837.260,1837.280
1838.260,1838.280
1838.340,1838.360
1841.650,1841.660
1842.030,1842.060
1842.200,1842.230
1842.690,1842.710
1843.280,1843.300
1843.390,1843.420
1843.500,1843.530
1843.720,1843.760
1844.860,1844.890
1844.980,1845.050
1845.160,1845.210
1845.360,1845.400
1845.410,1845.430
1845.560,1845.600
1845.620,1845.630
1845.700,1845.740
1845.750,1845.760
1845.930,1845.960
1847.290,1847.310
1847.710,1847.730
1848.000,1848.080
1848.800,1848.830
1848.900,1848.940
1849.120,1849.160
1850.020,1850.050
1850.180,1850.210
1850.750,1850.770
1850.860,1850.900
1850.910,1850.950
1851.090,1851.100
1851.140,1851.170
1851.250,1851.280
1851.370,1851.400
1851.900,1851.920
1852.470,1852.500
1852.540,1852.570
1853.420,1853.450
1854.210,1854.250
1854.260,1854.360
1854.950,1855.010
1855.070,1855.090
1855.190,1855.240
1855.350,1855.380
1855.460,1855.490
1858.270,1858.320
1858.560,1858.580
1858.850,1858.860
1858.890,1858.910
1858.960,1858.980
1859.390,1859.400
1860.330,1860.350
1862.970,1862.990
1863.110,1863.140
1864.090,1864.110
1864.600,1864.620
1864.630,1864.650
1866.590,1866.620
1867.480,1867.510
1867.780,1867.790
1868.460,1868.480
1869.370,1869.390
1872.980,1873.010
1873.120,1873.150
1873.310,1873.360
1873.920,1873.940
1874.720,1874.740
1874.990,1875.010
1875.270,1875.280
1875.530,1875.540
1875.760,1875.780
1876.190,1876.220
1876.280,1876.320
1877.040,1877.080
1877.150,1877.170
1877.650,1877.680
1877.870,1877.910
1878.520,1878.540
1879.170,1879.190
1879.650,1879.670
1880.370,1880.400
1880.690,1880.720
1881.060,1881.070
1882.400,1882.430
1884.220,1884.260
1884.600,1884.660
1884.670,1884.690
1884.800,1884.820
1884.830,1884.870
1884.930,1884.950
1884.990,1885.020
1885.030,1885.090
1885.210,1885.230
1885.240,1885.270
1885.290,1885.330
1885.340,1885.370
1885.550,1885.570
1885.630,1885.650
1885.690,1885.730
1886.190,1886.200
1887.830,1887.850
1888.250,1888.260
1888.370,1888.380
1888.400,1888.420
1889.800,1889.820
1889.850,1889.890
1889.980,1890.000
1890.220,1890.250
1890.910,1890.940
1890.960,1890.990
1892.130,1892.150
1892.680,1892.710
1892.780,1892.800
1893.140,1893.170
1893.870,1893.890
1894.470,1894.500
1894.540,1894.570
1895.420,1895.450
1896.170,1896.190
1896.260,1896.290
1897.450,1897.490
1897.610,1897.700
1897.830,1897.870
1898.650,1898.670
1899.950,1899.970
1900.660,1900.690
1901.890,1901.930
1903.490,1903.500
1903.720,1903.740
1904.470,1904.500
1906.250,1906.260
1906.510,1906.560
1906.630,1906.690
1906.770,1906.790
1906.800,1906.830
1907.250,1907.280
1907.410,1907.430
1907.520,1907.540
1907.550,1907.600
1907.770,1907.790
1908.270,1908.290
1908.790,1908.810
1910.250,1910.290
1910.580,1910.610
1910.860,1910.920
1911.530,1911.560
1911.580,1911.600
1911.910,1911.940
1914.300,1914.330
1914.690,1914.710
